"","resolved_binomial","gametophytic","sporophytic","resolved_name"
"3365","Capsicum_testiculatum",NA,24,"Capsicum testiculatum Vis. ex Dunal"
"3366","Capsicum_testiculatum",NA,24,"Capsicum testiculatum Vis. ex Dunal"
"3367","Lycianthes_biflora",24,NA,"Lycianthes biflora (Lour.) Bitter"
"3368","Lycianthes_laevis",NA,24,"Lycianthes laevis (Dunal) Bitter"
"3369","Solanum_vespertilio",12,NA,"Solanum vespertilio Aiton"
"3370","Benthamiella_pycnophylloides",NA,22,"Benthamiella pycnophylloides Speg."
"3371","Pantacantha_ameghinoi",NA,22,"Pantacantha ameghinoi Speg."
"3372","Solanum_roseum",NA,24,"Solanum roseum Bohs"
"3373","Solanum_cajanumense",NA,24,"Solanum cajanumense Kunth"
"3374","Solanum_cajanumense",NA,24,"Solanum cajanumense Kunth"
"3375","Solanum_huilense",NA,24,"Solanum huilense Bohs"
"3376","Solanum_huilense",NA,24,"Solanum huilense Bohs"
"3377","Solanum_tenuispinum",NA,24,"Solanum tenuispinum Rusby"
"3378","Atropa_belladonna_subsp._caucasica",NA,50,"Atropa belladonna subsp. caucasica (Kreyer) Avet."
"3379","Atropa_komarovii",NA,74,"Atropa komarovii Blin. & Shalyt"
"3380","Hyoscyamus_kurdicus",NA,34,"Hyoscyamus kurdicus Bornm."
"3381","Hyoscyamus_pusillus",NA,68,"Hyoscyamus pusillus L."
"3382","Hyoscyamus_reticulatus",NA,34,"Hyoscyamus reticulatus L."
"3383","Hyoscyamus_squarrosus",NA,34,"Hyoscyamus squarrosus Griff."
"3384","Hyoscyamus_turcomanicus",NA,34,"Hyoscyamus turcomanicus Pojark."
"3385","Lycium_kopetdaghi",NA,24,"Lycium kopetdaghi Pojark."
"3386","Solanum_dulcamara",NA,24,"Solanum dulcamara L."
"3387","Lycium_chinense_var._potaninii",NA,24,"Lycium chinense var. potaninii (Pojark.) A. M. Lu"
"3388","Lycium_chinense_var._potaninii",NA,24,"Lycium chinense var. potaninii (Pojark.) A. M. Lu"
"3389","Anisodus_luridus",NA,48,"Anisodus luridus Link"
"3390","Anisodus_acutangulus",NA,48,"Anisodus acutangulus C. Y. Wu & C. Chen"
"3391","Anisodus_tanguticus",NA,48,"Anisodus tanguticus (Maxim.) Pascher"
"3392","Atropanthe_sinensis",NA,48,"Atropanthe sinensis (Hemsl.) Pascher"
"3393","Przewalskia_tangutica",NA,44,"Przewalskia tangutica Maxim."
"3394","Przewalskia_tangutica",NA,44,"Przewalskia tangutica Maxim."
"3395","Physochlaina_praealta",NA,42,"Physochlaina praealta (Decne.) Miers"
"3396","Physochlaina_praealta",NA,42,"Physochlaina praealta (Decne.) Miers"
"3397","Physalis_alkekengi_var._franchetii",NA,24,"Physalis alkekengi var. franchetii (Mast.) Makino"
"3398","Physalis_alkekengi_var._franchetii",NA,24,"Physalis alkekengi var. franchetii (Mast.) Makino"
"3399","Solanum_violaceum",12,24,"Solanum violaceum Ortega"
"3400","Solanum_capsicoides",NA,NA,"Solanum capsicoides All."
"3401","Solanum_capsicoides",NA,24,"Solanum capsicoides All."
"3402","Solanum_melongena",NA,24,"Solanum melongena L."
"3403","Mandragora_caulescens",NA,48,"Mandragora caulescens C. B. Clarke"
"3404","Solanum_abitaguense",12,NA,"Solanum abitaguense S. Knapp"
"3405","Solanum_cucullatum",12,NA,"Solanum cucullatum S. Knapp"
"3406","Solanum_erosomarginatum",12,NA,"Solanum erosomarginatum S. Knapp"
"3407","Solanum_expedunculatum",12,NA,"Solanum expedunculatum D. E. Symon"
"3408","Solanum_expedunculatum",24,NA,"Solanum expedunculatum D. E. Symon"
"3409","Solanum_foetens",12,NA,"Solanum foetens Pittier ex S. Knapp"
"3410","Solanum_incanoalabastrum",12,NA,"Solanum incanoalabastrum D. E. Symon"
"3411","Solanum_incanoalabastrum",NA,24,"Solanum incanoalabastrum D. E. Symon"
"3412","Solanum_incanoalabastrum",12,NA,"Solanum incanoalabastrum D. E. Symon"
"3413","Solanum_incanoalabastrum",NA,24,"Solanum incanoalabastrum D. E. Symon"
"3414","Solanum_torricellense",12,NA,"Solanum torricellense Bitter"
"3415","Solanum_multivenosum",46,NA,"Solanum multivenosum D. E. Symon"
"3416","Solanum_nolense",24,NA,"Solanum nolense D. E. Symon"
"3417","Solanum_ombrophilum",12,NA,"Solanum ombrophilum S. Knapp"
"3418","Solanum_stoloniferum",24,NA,"Solanum stoloniferum Schltdl. & Bouche"
"3419","Solanum_rivicola",NA,NA,"Solanum rivicola D. E. Symon"
"3420","Solanum_tanysepalum",12,NA,"Solanum tanysepalum S. Knapp"
"3421","Solanum_tenuiflagellatum",12,NA,"Solanum tenuiflagellatum Bitter ex S. Knapp"
"3422","Solanum_torvoideum",12,NA,"Solanum torvoideum Merr. & L. M. Perry"
"3423","Solanum_turgidum",12,NA,"Solanum turgidum S. Knapp"
"3424","Capsicum_baccatum_var._pendulum",NA,24,"Capsicum baccatum var. pendulum (Willd.) Eshbaugh"
"3425","Capsicum_baccatum_var._pendulum",NA,24,"Capsicum baccatum var. pendulum (Willd.) Eshbaugh"
"3426","Nicotiana_acaulis",NA,24,"Nicotiana acaulis Speg."
"3427","Nicotiana_fragrans",NA,48,"Nicotiana fragrans Hook."
"3428","Nicotiana_gossei",NA,36,"Nicotiana gossei Domin"
"3429","Nicotiana_gossei",NA,36,"Nicotiana gossei Domin"
"3430","Nicotiana_suaveolens_var._rotundifolia",NA,44,"Nicotiana suaveolens var. rotundifolia (Lindl.) Comes"
"3431","Salpichroa_origanifolia",12,NA,"Salpichroa origanifolia (Lam.) Baill."
"3432","Salpichroa_origanifolia",12,24,"Salpichroa origanifolia (Lam.) Baill."
"3433","Solanum_stoloniferum",24,NA,"Solanum stoloniferum Schltdl. & Bouche"
"3434","Lycianthes_moziniana",12,NA,"Lycianthes moziniana (Dunal) Bitter"
"3435","Lycianthes_moziniana",NA,24,"Lycianthes moziniana (Dunal) Bitter"
"3436","Lycium_infaustum",NA,24,"Lycium infaustum Miers"
"3437","Solanum_albicans",NA,72,"Solanum albicans (Ochoa) Ochoa"
"3438","Solanum_neorickii",NA,24,"Solanum neorickii D. M. Spooner & G. J. Anderson & R. K. Jansen"
"3439","Solanum_hypacrarthrum",NA,24,"Solanum hypacrarthrum Bitter"
"3440","Solanum_mochiquense",NA,24,"Solanum mochiquense Ochoa"
"3441","Eriolarynx_iochromoides",12,NA,"Eriolarynx iochromoides (Hunz.) Hunz."
"3442","Espadaea_amoena",NA,48,"Espadaea amoena A. Rich."
"3443","Solanum_sibundoyense",NA,24,"Solanum sibundoyense (Bohs) Bohs"
"3444","Nicotiana_longifolia",NA,20,"Nicotiana longifolia Cav."
"3445","Solanum_cochoae",NA,12,"Solanum cochoae G. J. Anderson & Bernardello"
"3446","Solanum_paludosum",NA,24,"Solanum paludosum Moric."
"3447","Solanum_corneliomulleri",NA,24,"Solanum corneliomulleri J. F. Macbr."
"3448","Nicotiana_glandulosa",NA,42,"Nicotiana glandulosa Buckley"
"3449","Solanum_anamatophilum",NA,24,"Solanum anamatophilum Ochoa"
"3450","Solanum_candolleanum",NA,24,"Solanum candolleanum Berthault"
"3451","Solanum_contumazaense",NA,24,"Solanum contumazaense Ochoa"
"3452","Solanum_humectophilum",NA,24,"Solanum humectophilum Ochoa"
"3453","Solanum_burkartii",NA,24,"Solanum burkartii Ochoa"
"3454","Solanum_colombianum",NA,72,"Solanum colombianum Dunal"
"3455","Solanum_nubicola",NA,48,"Solanum nubicola Ochoa"
"3456","Solanum_anamatophilum",NA,24,"Solanum anamatophilum Ochoa"
"3457","Solanum_taulisense",NA,24,"Solanum taulisense Ochoa"
"3458","Solanum_trinitense",NA,24,"Solanum trinitense Ochoa"
"3459","Nicotiana_spegazzinii",NA,24,"Nicotiana spegazzinii Millán"
"3460","Nicotiana_rosulata",NA,40,"Nicotiana rosulata (Moore) Domin"
"3461","Solanum_candolleanum",NA,24,"Solanum candolleanum Berthault"
"3462","Solanum_melongena",12,24,"Solanum melongena L."
"3463","Solanum_anguivi",NA,24,"Solanum anguivi Lam."
"3464","Solanum_forskalii",12,NA,"Solanum forskalii Dunal"
"3465","Solanum_maestrense",24,NA,"Solanum maestrense Urb."
"3466","Solanum_gundlachii",24,NA,"Solanum gundlachii Urb."
"3467","Solanum_gundlachii",48,NA,"Solanum gundlachii Urb."
"3468","Solanum_pachyneuroides",48,NA,"Solanum pachyneuroides Amshoff"
"3469","Solanum_vaillantii",NA,24,"Solanum vaillantii Dunal"
"3470","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"3471","Solanum_extremiorientale",NA,NA,"Solanum extremiorientale Ignatov"
"3472","Nicotiana_repanda",NA,48,"Nicotiana repanda Lehm."
"3473","Nicotiana_repanda",NA,48,"Nicotiana repanda Lehm."
"3474","Nicotiana_repanda",24,48,"Nicotiana repanda Lehm."
"3475","Solanum_lycopersicum",NA,24,"Solanum lycopersicum L."
"3476","Lycium_tenuispinosum_var._friesii",12,NA,"Lycium tenuispinosum var. friesii (Dammer) C. H. Hitchc."
"3477","Lycium_tenuispinosum_var._friesii",12,NA,"Lycium tenuispinosum var. friesii (Dammer) C. H. Hitchc."
"3478","Lycium_tenuispinosum_var._friesii",12,NA,"Lycium tenuispinosum var. friesii (Dammer) C. H. Hitchc."
"3479","Solanum_sarrachoides",12,NA,"Solanum sarrachoides Sendtn."
"3480","Grabowskia_duplicata",12,NA,"Grabowskia duplicata Arn."
"3481","Bouchetia_anomala",NA,16,"Bouchetia anomala (Miers) Britton & Rusby"
"3482","Nierembergia_calycina",NA,16,"Nierembergia calycina Hook."
"3483","Nierembergia_veitchii",NA,16,"Nierembergia veitchii Hook."
"3484","Nierembergia_browallioides",NA,16,"Nierembergia browallioides Griseb."
"3485","Lycium_chilense",NA,48,"Lycium chilense Bertero"
"3486","Lycium_chilense",NA,48,"Lycium chilense Bertero"
"3487","Petunia_bonjardinensis",NA,14,"Petunia bonjardinensis T. Ando & Hashim."
"3488","Petunia_altiplana",NA,14,"Petunia altiplana T. Ando & Hashim."
"3489","Solanum_luteoalbum",NA,24,"Solanum luteoalbum Pers."
"3490","Solanum_habrochaites",NA,24,"Solanum habrochaites S. Knapp & D. M. Spooner"
"3491","Solanum_andreanum",NA,36,"Solanum andreanum R. E. D. Baker"
"3492","Solanum_chilliasense",NA,24,"Solanum chilliasense Ochoa"
"3493","Solanum_chilliasense",NA,24,"Solanum chilliasense Ochoa"
"3494","Solanum_candolleanum",NA,24,"Solanum candolleanum Berthault"
"3495","Solanum_neovavilovii",NA,24,"Solanum neovavilovii Ochoa"
"3496","Solanum_kurtzianum",NA,24,"Solanum kurtzianum Bitter & Wittm."
"3497","Solanum_cyaneopurpureum",NA,24,"Solanum cyaneopurpureum D. Wild."
"3498","Physalis_divaricata",24,NA,"Physalis divaricata D. Don"
"3499","Calibrachoa_paranensis",9,NA,"Calibrachoa paranensis (Dusén) Wijsman"
"3500","Nicotiana_obtusifolia",NA,24,"Nicotiana obtusifolia M. Martens & Galeotti"
"3501","Nicotiana_obtusifolia",12,24,"Nicotiana obtusifolia M. Martens & Galeotti"
"3502","Eriolarynx_lorentzii",12,NA,"Eriolarynx lorentzii (Dammer) Hunz."
"3503","Solanum_dulcamara",NA,24,"Solanum dulcamara L."
"3504","Solanum_stramoniifolium",12,NA,"Solanum stramoniifolium Jacq."
"3505","Atropa_acuminata",NA,72,"Atropa acuminata Royle ex Lindl."
"3506","Dyssochroma_viridiflora",NA,24,"Dyssochroma viridiflora Miers"
"3507","Calibrachoa_elegans",9,NA,"Calibrachoa elegans (Miers) Stehmann & Semir"
"3508","Calibrachoa_calycina",9,NA,"Calibrachoa calycina (Sendtn.) Wijsman"
"3509","Nierembergia_tucumanensis",NA,16,"Nierembergia tucumanensis Millán"
"3510","Solanum_stagnale",NA,24,"Solanum stagnale Moric."
"3511","Solanum_hoehnei",12,NA,"Solanum hoehnei C. V. Morton"
"3512","Hyoscyamus_malekianus",NA,28,"Hyoscyamus malekianus Parsa"
"3513","Hyoscyamus_malekianus",NA,28,"Hyoscyamus malekianus Parsa"
"3514","Hyoscyamus_arachnoideus",NA,34,"Hyoscyamus arachnoideus Pojark."
"3515","Hyoscyamus_insanus",NA,28,"Hyoscyamus insanus Stocks"
"3516","Hyoscyamus_insanus",14,NA,"Hyoscyamus insanus Stocks"
"3517","Withania_obtusifolia",NA,24,"Withania obtusifolia Täckh."
"3518","Solanum_repandum",NA,24,"Solanum repandum G. Forst."
"3519","Chamaesaracha_coniodes",NA,NA,"Chamaesaracha coniodes (Moric.) Britton"
"3520","Solanum_pseudospinosum",NA,48,"Solanum pseudospinosum C. H. Wright"
"3521","Jaborosa_sativa",12,NA,"Jaborosa sativa (Miers) Hunz. & Barboza"
"3522","Solanum_argentinum",12,NA,"Solanum argentinum Bitter & Lillo"
"3523","Nicotiana_noctiflora",12,NA,"Nicotiana noctiflora Hook."
"3524","Solanum_hibernum",NA,24,"Solanum hibernum Bohs"
"3525","Lycianthes_starbuckii",NA,24,"Lycianthes starbuckii E. Dean"
"3526","Lycianthes_rzedowskii",NA,24,"Lycianthes rzedowskii E. Dean"
"3527","Solanum_arahuayum",NA,24,"Solanum arahuayum Ochoa"
"3528","Solanum_olmosianum",NA,24,"Solanum olmosianum Ochoa"
"3529","Solanum_corymbiflorum",NA,24,"Solanum corymbiflorum (Sendtn.) Bohs"
